RXCUI,DrugName,Type,Class,Group
1007484,dihydralazine / propranolol,MIN,propranolol,Beta_Blockers
82084,propranolol hydrochloride,PIN,propranolol,Beta_Blockers
1495064,propranolol hydrochloride 4.28 MG/ML Oral Solution [Hemangeol],SBD,propranolol,Beta_Blockers
856462,24 HR propranolol hydrochloride 120 MG Extended Release Oral Capsule [Inderal],SBD,propranolol,Beta_Blockers
856471,24 HR propranolol hydrochloride 120 MG Extended Release Oral Capsule [InnoPran],SBD,propranolol,Beta_Blockers
856483,24 HR propranolol hydrochloride 160 MG Extended Release Oral Capsule [Inderal],SBD,propranolol,Beta_Blockers
856537,24 HR propranolol hydrochloride 60 MG Extended Release Oral Capsule [Inderal],SBD,propranolol,Beta_Blockers
856571,24 HR propranolol hydrochloride 80 MG Extended Release Oral Capsule [Inderal],SBD,propranolol,Beta_Blockers
856576,24 HR propranolol hydrochloride 80 MG Extended Release Oral Capsule [InnoPran],SBD,propranolol,Beta_Blockers
1495060,propranolol hydrochloride 4.28 MG/ML [Hemangeol],SBDC,propranolol,Beta_Blockers
856461,propranolol hydrochloride 120 MG [Inderal],SBDC,propranolol,Beta_Blockers
856469,propranolol hydrochloride 120 MG [InnoPran],SBDC,propranolol,Beta_Blockers
856482,propranolol hydrochloride 160 MG [Inderal],SBDC,propranolol,Beta_Blockers
856536,propranolol hydrochloride 60 MG [Inderal],SBDC,propranolol,Beta_Blockers
856570,propranolol hydrochloride 80 MG [Inderal],SBDC,propranolol,Beta_Blockers
856575,propranolol hydrochloride 80 MG [InnoPran],SBDC,propranolol,Beta_Blockers
1495061,propranolol Oral Solution [Hemangeol],SBDF,propranolol,Beta_Blockers
491323,propranolol Extended Release Oral Capsule [Inderal],SBDF,propranolol,Beta_Blockers
856470,propranolol Extended Release Oral Capsule [InnoPran],SBDF,propranolol,Beta_Blockers
2654268,propranolol hydrochloride Extended Release Oral Capsule [Inderal],SBDFP,propranolol,Beta_Blockers
2654748,propranolol hydrochloride Oral Solution [Hemangeol],SBDFP,propranolol,Beta_Blockers
2657493,propranolol hydrochloride Extended Release Oral Capsule [InnoPran],SBDFP,propranolol,Beta_Blockers
1172016,Inderal Oral Product,SBDG,propranolol,Beta_Blockers
1172017,Inderal Pill,SBDG,propranolol,Beta_Blockers
1172765,InnoPran Oral Product,SBDG,propranolol,Beta_Blockers
1172766,InnoPran Pill,SBDG,propranolol,Beta_Blockers
1495062,Hemangeol Oral Liquid Product,SBDG,propranolol,Beta_Blockers
1495063,Hemangeol Oral Product,SBDG,propranolol,Beta_Blockers
1495058,propranolol hydrochloride 4.28 MG/ML Oral Solution,SCD,propranolol,Beta_Blockers
856443,1 ML propranolol hydrochloride 1 MG/ML Injection,SCD,propranolol,Beta_Blockers
856448,propranolol hydrochloride 10 MG Oral Tablet,SCD,propranolol,Beta_Blockers
856457,propranolol hydrochloride 20 MG Oral Tablet,SCD,propranolol,Beta_Blockers
856460,24 HR propranolol hydrochloride 120 MG Extended Release Oral Capsule,SCD,propranolol,Beta_Blockers
856481,24 HR propranolol hydrochloride 160 MG Extended Release Oral Capsule,SCD,propranolol,Beta_Blockers
856519,propranolol hydrochloride 40 MG Oral Tablet,SCD,propranolol,Beta_Blockers
856535,24 HR propranolol hydrochloride 60 MG Extended Release Oral Capsule,SCD,propranolol,Beta_Blockers
856556,propranolol hydrochloride 60 MG Oral Tablet,SCD,propranolol,Beta_Blockers
856569,24 HR propranolol hydrochloride 80 MG Extended Release Oral Capsule,SCD,propranolol,Beta_Blockers
856578,propranolol hydrochloride 80 MG Oral Tablet,SCD,propranolol,Beta_Blockers
856703,propranolol hydrochloride 10 MG/ML Oral Solution,SCD,propranolol,Beta_Blockers
856704,propranolol hydrochloride 1 MG/ML Oral Solution,SCD,propranolol,Beta_Blockers
856712,propranolol hydrochloride 16 MG/ML Oral Solution,SCD,propranolol,Beta_Blockers
856713,propranolol hydrochloride 160 MG Oral Tablet,SCD,propranolol,Beta_Blockers
856719,propranolol hydrochloride 2 MG/ML Oral Solution,SCD,propranolol,Beta_Blockers
856724,propranolol hydrochloride 4 MG/ML Oral Solution,SCD,propranolol,Beta_Blockers
856733,propranolol hydrochloride 8 MG/ML Oral Solution,SCD,propranolol,Beta_Blockers
856735,propranolol hydrochloride 80 MG Oral Capsule,SCD,propranolol,Beta_Blockers
856737,propranolol hydrochloride 80 MG/ML Oral Solution,SCD,propranolol,Beta_Blockers
856739,propranolol hydrochloride 90 MG Oral Tablet,SCD,propranolol,Beta_Blockers
1495057,propranolol hydrochloride 4.28 MG/ML,SCDC,propranolol,Beta_Blockers
856392,propranolol hydrochloride 120 MG,SCDC,propranolol,Beta_Blockers
856400,propranolol hydrochloride 160 MG,SCDC,propranolol,Beta_Blockers
856411,propranolol hydrochloride 80 MG,SCDC,propranolol,Beta_Blockers
856421,propranolol hydrochloride 40 MG,SCDC,propranolol,Beta_Blockers
856442,propranolol hydrochloride 1 MG/ML,SCDC,propranolol,Beta_Blockers
856447,propranolol hydrochloride 10 MG,SCDC,propranolol,Beta_Blockers
856456,propranolol hydrochloride 20 MG,SCDC,propranolol,Beta_Blockers
856534,propranolol hydrochloride 60 MG,SCDC,propranolol,Beta_Blockers
856702,propranolol hydrochloride 10 MG/ML,SCDC,propranolol,Beta_Blockers
856711,propranolol hydrochloride 16 MG/ML,SCDC,propranolol,Beta_Blockers
856718,propranolol hydrochloride 2 MG/ML,SCDC,propranolol,Beta_Blockers
856723,propranolol hydrochloride 4 MG/ML,SCDC,propranolol,Beta_Blockers
856732,propranolol hydrochloride 8 MG/ML,SCDC,propranolol,Beta_Blockers
856736,propranolol hydrochloride 80 MG/ML,SCDC,propranolol,Beta_Blockers
856738,propranolol hydrochloride 90 MG,SCDC,propranolol,Beta_Blockers
1789973,propranolol Injection,SCDF,propranolol,Beta_Blockers
373652,propranolol Extended Release Oral Capsule,SCDF,propranolol,Beta_Blockers
373653,propranolol Oral Solution,SCDF,propranolol,Beta_Blockers
373654,propranolol Oral Tablet,SCDF,propranolol,Beta_Blockers
393497,propranolol Oral Capsule,SCDF,propranolol,Beta_Blockers
1162934,propranolol Injectable Product,SCDG,propranolol,Beta_Blockers
1162935,propranolol Oral Liquid Product,SCDG,propranolol,Beta_Blockers
1162936,propranolol Oral Product,SCDG,propranolol,Beta_Blockers
1162937,propranolol Pill,SCDG,propranolol,Beta_Blockers
10601,Timoptic,BN,timolol,Beta_Blockers
215672,Betimol,BN,timolol,Beta_Blockers
216253,Cosopt,BN,timolol,Beta_Blockers
542509,Istalol,BN,timolol,Beta_Blockers
746962,Combigan,BN,timolol,Beta_Blockers
316963,Ophthalmic Gel,DF,timolol,Beta_Blockers
10600,timolol,IN,timolol,Beta_Blockers
388053,latanoprost / timolol,MIN,timolol,Beta_Blockers
597142,brimonidine / timolol,MIN,timolol,Beta_Blockers
662263,dorzolamide / timolol,MIN,timolol,Beta_Blockers
812232,pilocarpine / timolol,MIN,timolol,Beta_Blockers
1546004,timolol anhydrous,PIN,timolol,Beta_Blockers
221172,timolol hemihydrate,PIN,timolol,Beta_Blockers
42933,timolol maleate,PIN,timolol,Beta_Blockers
1922784,Preservative-Free dorzolamide 20 MG/ML / timolol 5 MG/ML Ophthalmic Solution [Cosopt],SBD,timolol,Beta_Blockers
1922877,Preservative-Free timolol 2.5 MG/ML Ophthalmic Solution [Timoptic],SBD,timolol,Beta_Blockers
1922895,Preservative-Free timolol 5 MG/ML Ophthalmic Solution [Timoptic],SBD,timolol,Beta_Blockers
1923429,timolol 2.5 MG/ML Ophthalmic Solution [Timoptic],SBD,timolol,Beta_Blockers
1923433,dorzolamide 20 MG/ML / timolol 5 MG/ML Ophthalmic Solution [Cosopt],SBD,timolol,Beta_Blockers
1992300,24 HR timolol 5 MG/ML Ophthalmic Solution [Istalol],SBD,timolol,Beta_Blockers
1992304,12 HR timolol 5 MG/ML Ophthalmic Solution [Timoptic],SBD,timolol,Beta_Blockers
1992305,12 HR timolol 5 MG/ML Ophthalmic Solution [Betimol],SBD,timolol,Beta_Blockers
208560,timolol 2.5 MG/ML Ophthalmic Solution [Betimol],SBD,timolol,Beta_Blockers
861420,timolol 0.0025 MG/MG Ophthalmic Gel [Timoptic],SBD,timolol,Beta_Blockers
861422,timolol 0.005 MG/MG Ophthalmic Gel [Timoptic],SBD,timolol,Beta_Blockers
861637,brimonidine tartrate 2 MG/ML / timolol 5 MG/ML Ophthalmic Solution [Combigan],SBD,timolol,Beta_Blockers
542510,timolol 5 MG/ML [Istalol],SBDC,timolol,Beta_Blockers
569237,timolol 2.5 MG/ML [Betimol],SBDC,timolol,Beta_Blockers
569238,timolol 5 MG/ML [Betimol],SBDC,timolol,Beta_Blockers
573193,dorzolamide 20 MG/ML / timolol 5 MG/ML [Cosopt],SBDC,timolol,Beta_Blockers
670638,timolol 2.5 MG/ML [Timoptic],SBDC,timolol,Beta_Blockers
670645,timolol 5 MG/ML [Timoptic],SBDC,timolol,Beta_Blockers
861418,timolol 0.0025 MG/MG [Timoptic],SBDC,timolol,Beta_Blockers
861421,timolol 0.005 MG/MG [Timoptic],SBDC,timolol,Beta_Blockers
861636,brimonidine tartrate 2 MG/ML / timolol 5 MG/ML [Combigan],SBDC,timolol,Beta_Blockers
363756,dorzolamide / timolol Ophthalmic Solution [Cosopt],SBDF,timolol,Beta_Blockers
363857,timolol Ophthalmic Solution [Betimol],SBDF,timolol,Beta_Blockers
542511,timolol Ophthalmic Solution [Istalol],SBDF,timolol,Beta_Blockers
670639,timolol Ophthalmic Solution [Timoptic],SBDF,timolol,Beta_Blockers
746964,brimonidine / timolol Ophthalmic Solution [Combigan],SBDF,timolol,Beta_Blockers
861419,timolol Ophthalmic Gel [Timoptic],SBDF,timolol,Beta_Blockers
2656201,brimonidine tartrate / timolol Ophthalmic Solution [Combigan],SBDFP,timolol,Beta_Blockers
1166881,Combigan Ophthalmic Product,SBDG,timolol,Beta_Blockers
1167174,Istalol Ophthalmic Product,SBDG,timolol,Beta_Blockers
1171614,Cosopt Ophthalmic Product,SBDG,timolol,Beta_Blockers
1172938,Betimol Ophthalmic Product,SBDG,timolol,Beta_Blockers
1179067,Timoptic Ophthalmic Product,SBDG,timolol,Beta_Blockers
1922783,Preservative-Free dorzolamide 20 MG/ML / timolol 5 MG/ML Ophthalmic Solution,SCD,timolol,Beta_Blockers
1922876,Preservative-Free timolol 2.5 MG/ML Ophthalmic Solution,SCD,timolol,Beta_Blockers
1922894,Preservative-Free timolol 5 MG/ML Ophthalmic Solution,SCD,timolol,Beta_Blockers
1923428,timolol 2.5 MG/ML Ophthalmic Solution,SCD,timolol,Beta_Blockers
1923432,dorzolamide 20 MG/ML / timolol 5 MG/ML Ophthalmic Solution,SCD,timolol,Beta_Blockers
198284,timolol 10 MG Oral Tablet,SCD,timolol,Beta_Blockers
198285,timolol 20 MG Oral Tablet,SCD,timolol,Beta_Blockers
198286,timolol 5 MG Oral Tablet,SCD,timolol,Beta_Blockers
1992299,24 HR timolol 5 MG/ML Ophthalmic Solution,SCD,timolol,Beta_Blockers
1992303,12 HR timolol 5 MG/ML Ophthalmic Solution,SCD,timolol,Beta_Blockers
313407,timolol 0.0025 MG/MG Ophthalmic Gel,SCD,timolol,Beta_Blockers
313408,timolol 0.005 MG/MG Ophthalmic Gel,SCD,timolol,Beta_Blockers
388054,latanoprost 0.05 MG/ML / timolol 5 MG/ML Ophthalmic Solution,SCD,timolol,Beta_Blockers
388522,timolol 0.001 MG/MG Ophthalmic Gel,SCD,timolol,Beta_Blockers
861635,brimonidine tartrate 2 MG/ML / timolol 5 MG/ML Ophthalmic Solution,SCD,timolol,Beta_Blockers
328742,timolol 5 MG/ML,SCDC,timolol,Beta_Blockers
328745,timolol 5 MG,SCDC,timolol,Beta_Blockers
328746,timolol 20 MG,SCDC,timolol,Beta_Blockers
330504,timolol 10 MG,SCDC,timolol,Beta_Blockers
330523,timolol 2.5 MG/ML,SCDC,timolol,Beta_Blockers
340010,timolol 0.005 MG/MG,SCDC,timolol,Beta_Blockers
340121,timolol 0.0025 MG/MG,SCDC,timolol,Beta_Blockers
393352,timolol 0.001 MG/MG,SCDC,timolol,Beta_Blockers
977948,timolol maleate 10 MG,SCDC,timolol,Beta_Blockers
374134,timolol Ophthalmic Solution,SCDF,timolol,Beta_Blockers
374135,timolol Oral Tablet,SCDF,timolol,Beta_Blockers
376542,timolol Ophthalmic Gel,SCDF,timolol,Beta_Blockers
377452,dorzolamide / timolol Ophthalmic Solution,SCDF,timolol,Beta_Blockers
392928,latanoprost / timolol Ophthalmic Solution,SCDF,timolol,Beta_Blockers
597143,brimonidine / timolol Ophthalmic Solution,SCDF,timolol,Beta_Blockers
2645553,brimonidine tartrate / timolol Ophthalmic Solution,SCDFP,timolol,Beta_Blockers
1157086,timolol Pill,SCDG,timolol,Beta_Blockers
1157100,timolol Ophthalmic Product,SCDG,timolol,Beta_Blockers
1157101,timolol Oral Product,SCDG,timolol,Beta_Blockers
1160643,dorzolamide / timolol Ophthalmic Product,SCDG,timolol,Beta_Blockers
1162554,latanoprost / timolol Ophthalmic Product,SCDG,timolol,Beta_Blockers
1163093,brimonidine / timolol Ophthalmic Product,SCDG,timolol,Beta_Blockers
2662163,brimonidine tartrate / timolol Ophthalmic Product,SCDGP,timolol,Beta_Blockers
196468,Cardura,BN,Doxazosin,Alpha_Blockers
49276,doxazosin,IN,Doxazosin,Alpha_Blockers
39173,doxazosin mesylate,PIN,Doxazosin,Alpha_Blockers
104367,doxazosin 1 MG Oral Tablet [Cardura],SBD,Doxazosin,Alpha_Blockers
104368,doxazosin 2 MG Oral Tablet [Cardura],SBD,Doxazosin,Alpha_Blockers
104369,doxazosin 4 MG Oral Tablet [Cardura],SBD,Doxazosin,Alpha_Blockers
1242404,24 HR doxazosin 4 MG Extended Release Oral Tablet [Cardura],SBD,Doxazosin,Alpha_Blockers
1242408,24 HR doxazosin 8 MG Extended Release Oral Tablet [Cardura],SBD,Doxazosin,Alpha_Blockers
205544,doxazosin 8 MG Oral Tablet [Cardura],SBD,Doxazosin,Alpha_Blockers
563606,doxazosin 1 MG [Cardura],SBDC,Doxazosin,Alpha_Blockers
563607,doxazosin 2 MG [Cardura],SBDC,Doxazosin,Alpha_Blockers
563608,doxazosin 4 MG [Cardura],SBDC,Doxazosin,Alpha_Blockers
566444,doxazosin 8 MG [Cardura],SBDC,Doxazosin,Alpha_Blockers
631239,doxazosin Extended Release Oral Tablet [Cardura],SBDF,Doxazosin,Alpha_Blockers
92084,doxazosin Oral Tablet [Cardura],SBDF,Doxazosin,Alpha_Blockers
1175764,Cardura Oral Product,SBDG,Doxazosin,Alpha_Blockers
1175765,Cardura Pill,SBDG,Doxazosin,Alpha_Blockers
197625,doxazosin 1 MG Oral Tablet,SCD,Doxazosin,Alpha_Blockers
197626,doxazosin 2 MG Oral Tablet,SCD,Doxazosin,Alpha_Blockers
197627,doxazosin 4 MG Oral Tablet,SCD,Doxazosin,Alpha_Blockers
197628,doxazosin 8 MG Oral Tablet,SCD,Doxazosin,Alpha_Blockers
636360,24 HR doxazosin 4 MG Extended Release Oral Tablet,SCD,Doxazosin,Alpha_Blockers
636361,24 HR doxazosin 8 MG Extended Release Oral Tablet,SCD,Doxazosin,Alpha_Blockers
328235,doxazosin 1 MG,SCDC,Doxazosin,Alpha_Blockers
328236,doxazosin 2 MG,SCDC,Doxazosin,Alpha_Blockers
328238,doxazosin 4 MG,SCDC,Doxazosin,Alpha_Blockers
328239,doxazosin 8 MG,SCDC,Doxazosin,Alpha_Blockers
371961,doxazosin Oral Tablet,SCDF,Doxazosin,Alpha_Blockers
393431,doxazosin Extended Release Oral Tablet,SCDF,Doxazosin,Alpha_Blockers
1160764,doxazosin Oral Product,SCDG,Doxazosin,Alpha_Blockers
1160765,doxazosin Pill,SCDG,Doxazosin,Alpha_Blockers
71515,Minipress,BN,Prazosin,Alpha_Blockers
8629,prazosin,IN,Prazosin,Alpha_Blockers
203210,prazosin hydrochloride,PIN,Prazosin,Alpha_Blockers
208979,prazosin 1 MG Oral Capsule [Minipress],SBD,Prazosin,Alpha_Blockers
208980,prazosin 2 MG Oral Capsule [Minipress],SBD,Prazosin,Alpha_Blockers
208981,prazosin 5 MG Oral Capsule [Minipress],SBD,Prazosin,Alpha_Blockers
569623,prazosin 1 MG [Minipress],SBDC,Prazosin,Alpha_Blockers
569624,prazosin 2 MG [Minipress],SBDC,Prazosin,Alpha_Blockers
569625,prazosin 5 MG [Minipress],SBDC,Prazosin,Alpha_Blockers
366692,prazosin Oral Capsule [Minipress],SBDF,Prazosin,Alpha_Blockers
1179767,Minipress Oral Product,SBDG,Prazosin,Alpha_Blockers
1179768,Minipress Pill,SBDG,Prazosin,Alpha_Blockers
198141,prazosin 5 MG Oral Capsule,SCD,Prazosin,Alpha_Blockers
199796,prazosin 0.5 MG Oral Tablet,SCD,Prazosin,Alpha_Blockers
199797,prazosin 1 MG Oral Tablet,SCD,Prazosin,Alpha_Blockers
199798,prazosin 2 MG Oral Tablet,SCD,Prazosin,Alpha_Blockers
199799,prazosin 5 MG Oral Tablet,SCD,Prazosin,Alpha_Blockers
312593,prazosin 1 MG Oral Capsule,SCD,Prazosin,Alpha_Blockers
312594,prazosin 2 MG Oral Capsule,SCD,Prazosin,Alpha_Blockers
431751,prazosin 5 MG Extended Release Oral Tablet,SCD,Prazosin,Alpha_Blockers
328786,prazosin 2 MG,SCDC,Prazosin,Alpha_Blockers
328787,prazosin 5 MG,SCDC,Prazosin,Alpha_Blockers
330527,prazosin 1 MG,SCDC,Prazosin,Alpha_Blockers
333208,prazosin 0.5 MG,SCDC,Prazosin,Alpha_Blockers
373565,prazosin Oral Capsule,SCDF,Prazosin,Alpha_Blockers
373567,prazosin Oral Tablet,SCDF,Prazosin,Alpha_Blockers
451067,prazosin Extended Release Oral Tablet,SCDF,Prazosin,Alpha_Blockers
1161700,prazosin Oral Product,SCDG,Prazosin,Alpha_Blockers
1161701,prazosin Pill,SCDG,Prazosin,Alpha_Blockers
797029,{7 (terazosin 1 MG Oral Tablet) / 7 (terazosin 2 MG Oral Tablet) } Pack,GPCK,Terazosin,Alpha_Blockers
37798,terazosin,IN,Terazosin,Alpha_Blockers
1299927,terazosin hydrochloride anhydrous,PIN,Terazosin,Alpha_Blockers
235224,terazosin hydrochloride,PIN,Terazosin,Alpha_Blockers
260376,terazosin 10 MG Oral Capsule,SCD,Terazosin,Alpha_Blockers
313214,terazosin 10 MG Oral Tablet,SCD,Terazosin,Alpha_Blockers
313215,terazosin 1 MG Oral Capsule,SCD,Terazosin,Alpha_Blockers
313216,terazosin 1 MG Oral Tablet,SCD,Terazosin,Alpha_Blockers
313217,terazosin 2 MG Oral Capsule,SCD,Terazosin,Alpha_Blockers
313218,terazosin 2 MG Oral Tablet,SCD,Terazosin,Alpha_Blockers
313219,terazosin 5 MG Oral Capsule,SCD,Terazosin,Alpha_Blockers
313220,terazosin 5 MG Oral Tablet,SCD,Terazosin,Alpha_Blockers
328723,terazosin 2 MG,SCDC,Terazosin,Alpha_Blockers
328724,terazosin 1 MG,SCDC,Terazosin,Alpha_Blockers
328725,terazosin 10 MG,SCDC,Terazosin,Alpha_Blockers
330521,terazosin 5 MG,SCDC,Terazosin,Alpha_Blockers
374033,terazosin Oral Capsule,SCDF,Terazosin,Alpha_Blockers
374034,terazosin Oral Tablet,SCDF,Terazosin,Alpha_Blockers
1164232,terazosin Oral Product,SCDG,Terazosin,Alpha_Blockers
1164233,terazosin Pill,SCDG,Terazosin,Alpha_Blockers
356728,UroXatral,BN,Alfuzosin,Alpha_Blockers
17300,alfuzosin,IN,Alfuzosin,Alpha_Blockers
46043,alfuzosin hydrochloride,PIN,Alfuzosin,Alpha_Blockers
861134,24 HR alfuzosin hydrochloride 10 MG Extended Release Oral Tablet [UroXatral],SBD,Alfuzosin,Alpha_Blockers
861133,alfuzosin hydrochloride 10 MG [UroXatral],SBDC,Alfuzosin,Alpha_Blockers
406325,alfuzosin Extended Release Oral Tablet [UroXatral],SBDF,Alfuzosin,Alpha_Blockers
2654872,alfuzosin hydrochloride Extended Release Oral Tablet [UroXatral],SBDFP,Alfuzosin,Alpha_Blockers
1186759,UroXatral Oral Product,SBDG,Alfuzosin,Alpha_Blockers
1186760,UroXatral Pill,SBDG,Alfuzosin,Alpha_Blockers
1088455,alfuzosin hydrochloride 2.5 MG Oral Tablet,SCD,Alfuzosin,Alpha_Blockers
861132,24 HR alfuzosin hydrochloride 10 MG Extended Release Oral Tablet,SCD,Alfuzosin,Alpha_Blockers
1088453,alfuzosin hydrochloride 2.5 MG,SCDC,Alfuzosin,Alpha_Blockers
861131,alfuzosin hydrochloride 10 MG,SCDC,Alfuzosin,Alpha_Blockers
370797,alfuzosin Oral Tablet,SCDF,Alfuzosin,Alpha_Blockers
370798,alfuzosin Extended Release Oral Tablet,SCDF,Alfuzosin,Alpha_Blockers
1164267,alfuzosin Oral Product,SCDG,Alfuzosin,Alpha_Blockers
1164268,alfuzosin Pill,SCDG,Alfuzosin,Alpha_Blockers
203778,Dibenzyline,BN,phenoxybenzamine,Alpha_Blockers
8149,phenoxybenzamine,IN,phenoxybenzamine,Alpha_Blockers
71512,phenoxybenzamine hydrochloride,PIN,phenoxybenzamine,Alpha_Blockers
861404,phenoxybenzamine hydrochloride 10 MG Oral Capsule [Dibenzyline],SBD,phenoxybenzamine,Alpha_Blockers
861403,phenoxybenzamine hydrochloride 10 MG [Dibenzyline],SBDC,phenoxybenzamine,Alpha_Blockers
366722,phenoxybenzamine Oral Capsule [Dibenzyline],SBDF,phenoxybenzamine,Alpha_Blockers
2654585,phenoxybenzamine hydrochloride Oral Capsule [Dibenzyline],SBDFP,phenoxybenzamine,Alpha_Blockers
1166948,Dibenzyline Oral Product,SBDG,phenoxybenzamine,Alpha_Blockers
1166949,Dibenzyline Pill,SBDG,phenoxybenzamine,Alpha_Blockers
150752,phenoxybenzamine hydrochloride 50 MG/ML Injectable Solution,SCD,phenoxybenzamine,Alpha_Blockers
861402,phenoxybenzamine hydrochloride 10 MG Oral Capsule,SCD,phenoxybenzamine,Alpha_Blockers
2682693,phenoxybenzamine hydrochloride 50 MG/ML,SCDC,phenoxybenzamine,Alpha_Blockers
861401,phenoxybenzamine hydrochloride 10 MG,SCDC,phenoxybenzamine,Alpha_Blockers
373346,phenoxybenzamine Oral Capsule,SCDF,phenoxybenzamine,Alpha_Blockers
385519,phenoxybenzamine Injectable Solution,SCDF,phenoxybenzamine,Alpha_Blockers
1157561,phenoxybenzamine Injectable Product,SCDG,phenoxybenzamine,Alpha_Blockers
1157562,phenoxybenzamine Oral Product,SCDG,phenoxybenzamine,Alpha_Blockers
1157563,phenoxybenzamine Pill,SCDG,phenoxybenzamine,Alpha_Blockers
2677794,Ryzumvi,BN,Phentolamine,Alpha_Blockers
798396,OraVerse,BN,Phentolamine,Alpha_Blockers
8153,phentolamine,IN,Phentolamine,Alpha_Blockers
227240,phentolamine mesylate,PIN,Phentolamine,Alpha_Blockers
1361021,1.7 ML phentolamine mesylate 0.235 MG/ML Cartridge [OraVerse],SBD,Phentolamine,Alpha_Blockers
2677798,phentolamine 7.5 MG/ML Ophthalmic Solution [Ryzumvi],SBD,Phentolamine,Alpha_Blockers
1361020,phentolamine mesylate 0.235 MG/ML [OraVerse],SBDC,Phentolamine,Alpha_Blockers
2677795,phentolamine 7.5 MG/ML [Ryzumvi],SBDC,Phentolamine,Alpha_Blockers
1856568,phentolamine Cartridge [OraVerse],SBDF,Phentolamine,Alpha_Blockers
2677797,phentolamine Ophthalmic Solution [Ryzumvi],SBDF,Phentolamine,Alpha_Blockers
2654454,phentolamine mesylate Cartridge [OraVerse],SBDFP,Phentolamine,Alpha_Blockers
1182884,OraVerse Injectable Product,SBDG,Phentolamine,Alpha_Blockers
2677796,Ryzumvi Ophthalmic Product,SBDG,Phentolamine,Alpha_Blockers
1361019,1.7 ML phentolamine mesylate 0.235 MG/ML Cartridge,SCD,Phentolamine,Alpha_Blockers
1361023,phentolamine mesylate 5 MG Injection,SCD,Phentolamine,Alpha_Blockers
199791,phentolamine 10 MG/ML Injectable Solution,SCD,Phentolamine,Alpha_Blockers
2677793,phentolamine 7.5 MG/ML Ophthalmic Solution,SCD,Phentolamine,Alpha_Blockers
1361018,phentolamine mesylate 0.235 MG/ML,SCDC,Phentolamine,Alpha_Blockers
1856562,phentolamine mesylate 5 MG,SCDC,Phentolamine,Alpha_Blockers
2677790,phentolamine 7.5 MG/ML,SCDC,Phentolamine,Alpha_Blockers
332560,phentolamine 10 MG/ML,SCDC,Phentolamine,Alpha_Blockers
1856563,phentolamine Injection,SCDF,Phentolamine,Alpha_Blockers
1856566,phentolamine Cartridge,SCDF,Phentolamine,Alpha_Blockers
2677792,phentolamine Ophthalmic Solution,SCDF,Phentolamine,Alpha_Blockers
373352,phentolamine Injectable Solution,SCDF,Phentolamine,Alpha_Blockers
1157570,phentolamine Injectable Product,SCDG,Phentolamine,Alpha_Blockers
2677791,phentolamine Ophthalmic Product,SCDG,Phentolamine,Alpha_Blockers
809478,Rapaflo,BN,Silodosin,Alpha_Blockers
720825,silodosin,IN,Silodosin,Alpha_Blockers
809481,silodosin 8 MG Oral Capsule [Rapaflo],SBD,Silodosin,Alpha_Blockers
826614,silodosin 4 MG Oral Capsule [Rapaflo],SBD,Silodosin,Alpha_Blockers
809479,silodosin 8 MG [Rapaflo],SBDC,Silodosin,Alpha_Blockers
826613,silodosin 4 MG [Rapaflo],SBDC,Silodosin,Alpha_Blockers
809480,silodosin Oral Capsule [Rapaflo],SBDF,Silodosin,Alpha_Blockers
1177699,Rapaflo Oral Product,SBDG,Silodosin,Alpha_Blockers
1177700,Rapaflo Pill,SBDG,Silodosin,Alpha_Blockers
809477,silodosin 8 MG Oral Capsule,SCD,Silodosin,Alpha_Blockers
826612,silodosin 4 MG Oral Capsule,SCD,Silodosin,Alpha_Blockers
809475,silodosin 8 MG,SCDC,Silodosin,Alpha_Blockers
826611,silodosin 4 MG,SCDC,Silodosin,Alpha_Blockers
809476,silodosin Oral Capsule,SCDF,Silodosin,Alpha_Blockers
1159096,silodosin Oral Product,SCDG,Silodosin,Alpha_Blockers
1159097,silodosin Pill,SCDG,Silodosin,Alpha_Blockers
190283,Flomax,BN,Tamsulosin,Alpha_Blockers
996098,Jalyn,BN,Tamsulosin,Alpha_Blockers
77492,tamsulosin,IN,Tamsulosin,Alpha_Blockers
1001472,dutasteride / tamsulosin,MIN,Tamsulosin,Alpha_Blockers
236495,tamsulosin hydrochloride,PIN,Tamsulosin,Alpha_Blockers
863671,tamsulosin hydrochloride 0.4 MG Oral Capsule [Flomax],SBD,Tamsulosin,Alpha_Blockers
996101,dutasteride 0.5 MG / tamsulosin hydrochloride 0.4 MG Oral Capsule [Jalyn],SBD,Tamsulosin,Alpha_Blockers
863670,tamsulosin hydrochloride 0.4 MG [Flomax],SBDC,Tamsulosin,Alpha_Blockers
996099,dutasteride 0.5 MG / tamsulosin hydrochloride 0.4 MG [Jalyn],SBDC,Tamsulosin,Alpha_Blockers
366475,tamsulosin Oral Capsule [Flomax],SBDF,Tamsulosin,Alpha_Blockers
996100,dutasteride / tamsulosin Oral Capsule [Jalyn],SBDF,Tamsulosin,Alpha_Blockers
2654586,tamsulosin hydrochloride Oral Capsule [Flomax],SBDFP,Tamsulosin,Alpha_Blockers
2658872,dutasteride / tamsulosin hydrochloride Oral Capsule [Jalyn],SBDFP,Tamsulosin,Alpha_Blockers
1167806,Jalyn Oral Product,SBDG,Tamsulosin,Alpha_Blockers
1167807,Jalyn Pill,SBDG,Tamsulosin,Alpha_Blockers
1169777,Flomax Oral Product,SBDG,Tamsulosin,Alpha_Blockers
