"rxnorm_cui","raw_rx_med_name"
1012583,"LIDOCAINE HCL 2 % MM JELP"
352031,"FENOFIBRATE 54 MG PO TAB"
2529760,"LACTOBACILLUS ACIDOPH-L.BULGAR 1 MILLION CELL PO CHEW"
804547,"DIFLUPREDNATE 0.05 % OP DROP"
1790242,"CLEVIDIPINE 25 MG/50 ML IV EMUL"
1665091,"CEFEPIME IN DEXTROSE,ISO-OSM 2 GRAM/100 ML IV PGBK"
1435117,"FORTEO 20 MCG/DOSE (600MCG/2.4ML) SC PNIJ"
808751,"VENLAFAXINE 37.5 MG PO TR24"
1435117,"TERIPARATIDE 20 MCG/DOSE (600MCG/2.4ML) SC PNIJ"
1743877,"DOPAMINE IN 5 % DEXTROSE 400 MG/250 ML (1,600 MCG/ML) IV SOLN"
309985,"DOBUTAMINE IN D5W 250 MG/250 ML (1 MG/ML) IV SOLP"
858605,"NICARDIPINE IN NACL (ISO-OS) 40 MG/200 ML (0.2 MG/ML) IV PGBK"
833470,"LEVALBUTEROL HCL 1.25 MG/3 ML IN NEBU"
828377,"FENOFIBRIC ACID (CHOLINE) 135 MG PO CPDR"
3966,"EPHEDRINE SULFATE-0.9%NACL(PF) 50 MG/5 ML (10 MG/ML) IV SYRG"
825134,"MESALAMINE 0.375 GRAM PO CP24"
902626,"DEXLANSOPRAZOLE 60 MG PO CPDB"
902624,"DEXLANSOPRAZOLE 30 MG PO CPDB"
705895,"VITS A AND D-WHITE PET-LANOLIN TP OINT"
858125,"DEGARELIX 80 MG SC SOLR"
858127,"DEGARELIX 120 MG SC SOLR"
810075,"FESOTERODINE 4 MG PO TB24"
827075,"NEBIVOLOL 20 MG PO TAB"
805659,"ARMODAFINIL 150 MG PO TAB"
805661,"ARMODAFINIL 250 MG PO TAB"
2205454,"INSULIN ASPART U-100 100 UNIT/ML SC CRTG"
848149,"AMLODIPINE-VALSARTAN-HCTHIAZID 5-160-25 MG PO TAB"
849599,"CERTOLIZUMAB PEGOL 400 MG/2 ML (200 MG/ML X 2) SC SYKT"
2475337,"NOREPINEPHRINE BITARTRATE-NACL 4 MG/250 ML (16 MCG/ML) IV SOLN"
860115,"KETOROLAC 30 MG/ML IJ CRTG"
1331,"BARIUM SULFATE 40 % (W/V), 30% (W/W) PO PSTE"
857466,"CHOLECALCIFEROL (VITAMIN D3) 125 MCG (5,000 UNIT) PO TAB"
198630,"FERROUS GLUCONATE 324 MG (38 MG IRON) PO TAB"
11416,"ZINC 50 MG PO CAP"
855816,"PRASUGREL 10 MG PO TAB"
1331,"BARIUM SULFATE 81 % (W/W) PO POWD"
1429284,"NEOSTIGMINE METHYLSULFATE 5 MG/5 ML (1 MG/ML) IV SYRG"
854181,"DEXAMETHASONE 0.7 MG INTRAVITREAL IMPL"
219831,"OMEGA 3-DHA-EPA-FISH OIL 1,200 (144-216) MG PO CAP"
862010,"GUANFACINE 1 MG PO TB24"
862027,"GUANFACINE 4 MG PO TB24"
1006684,"SULFACETAMIDE SODIUM 10 % TP CREA"
1494206,"ZINC OXIDE 10 % TP OINT"
1234240,"ALPROSTADIL 20 MCG IC KIT"
544743,"CICLOPIROX 1 % TP SHAM"
217517,"HEPARIN(#) INJ 1UNIT/ML IJ SOLN"
1245985,"SODIUM HYALURONATE (VISCOSUP) 30 MG/2 ML IX SYRG"
860534,"COREG CR 80 MG PO CM24"
686381,"CELECOXIB 50 MG PO CAP"
686433,"MESALAMINE 1.2 GRAM PO TBEC"
1665091,"CEFEPIME 2GM/100ML D5W MB+"
1665105,"CEFOXITIN INJ 1GM IVP"
1665109,"CEFOXITIN INJ 2GM IVP"
966524,"BUDESONIDE 180 MCG/ACTUATION IN AEPB"
1665023,"CEFTRIAXONE INJ 1GM IVP"
1011741,"ALISKIREN 300 MG PO TAB"
33290,"PHENOL-PHENOLATE SODIUM MM MWSH"
1294621,"PYLERA 140-125-125 MG PO CAP"
1665046,"CEFTRIAXONE INJ 2GM IVP"
213626,"BACITRACIN-POLYMYXIN B 500-10,000 UNIT/GRAM TP PACK"
606971,"ACETYLCYSTEINE 600 MG PO CAP"
835896,"CYCLOSPORINE (GENGRAF) 25MG PO CAP"
212350,"RACEPINEPHRINE 2.25 % IN NEBU"
1665050,"CEFAZOLIN INJ 1GM IVP"
582328,"SUMATRIPTAN 20 MG/ACTUATION NA SPRY"
831215,"DILT-XR 120 MG PO CDER"
828541,"CASPOFUNGIN 70MG/250ML NS MB+"
352307,"ARIPIPRAZOLE 10 MG PO TAB"
828536,"RIZATRIPTAN 5 MG PO TBDI"
794244,"CAPSAICIN 0.1 % TP CREA"
580286,"MESALAMINE 500 MG PO CPER"
208947,"HYDROCORTISONE SOD SUCCINATE 100 MG/2 ML IJ SOLR"
583257,"MESALAMINE 1,000 MG RE SUPP"
896025,"FLUTICASONE PROPIONATE 250 MCG/ACTUATION IN DSDV"
1191309,"FLUOCINOLONE AND SHOWER CAP 0.01 % SCLP OIL"
1361607,"HEPARIN (PORCINE) BOLUS FOR CONTINUOUS INFUSION (BAG) - APTT MAIN"
847917,"EXENATIDE 5 MCG/DOSE (250 MCG/ML) 1.2 ML SC PNIJ"
151228,"TOPIRAMATE 100 MG PO TAB"
1005806,"SULFACETAMIDE SOD-SULFUR-UREA 10-5-10 % TP CLSR"
798479,"HEPATITIS A VIRUS VACCINE (PF) 1,440 ELISA UNIT/ML IM SYRG"
724895,"AMLODIPINE-VALSARTAN 5-320 MG PO TAB"
1100650,"CARBOXYMETHYLCELLULOSE-GLYCERN 0.5-0.9 % OP DROP"
724887,"AMLODIPINE-VALSARTAN 10-320 MG PO TAB"
583490,"FENTANYL 12 MCG/HR TD PT72"
1657343,"PALIVIZUMAB 100 MG/ML IM SOLN"
1362831,"HEPARIN (PORCINE) 10,000 UNIT/ML IJ SOLN (IMS)"
1250693,"LOPERAMIDE 1 MG/7.5 ML PO LIQD"
1726313,"BOTULINUM TOXIN TYPE A 100 UNIT/ML INJECTION (OR)"
1719286,"FUROSEMIDE IV DRIP 500 MG/50 ML (MAX CONC)(PREMADE)"
253182,"INSULIN REGULAR HUMAN(#) 1 UNIT/ML IJ SYRINGE"
313002,"SODIUM CHLORIDE 0.9 % IV SOLP (OR) 500ML"
1741767,"ALBUMIN, HUMAN 5 % 500 ML IV SOLP (AN)(OSM)"
5966,"IOPAMIDOL 61 % 50 ML IV SOLN (OT)(OSM)"
1741766,"ALBUMIN, HUMAN 5 % 250 ML IV SOLP (AN)(OSM)"
1809580,"IMMUNE GLOBULIN(HUM),CAPR(IGG) 10 % IV SOLN (ROUND)"
10878,"TRYPAN BLUE 0.06 % IO SYRG"
1664988,"AZTREONAM IN DEXTROSE(ISO-OSM) 2 GRAM/50 ML IV PGBK"
1361607,"HEPARIN (PORCINE) INITIAL BOLUS FOR CONTINUOUS INF (BAG)"
356733,"BORTEZOMIB 2.5 MG/ML SC SOLN (VELCADE BRAND)"
1243405,"CALCIUM CARBONATE-VITAMIN D3 500 MG-10 MCG (400 UNIT) PO CHEW"
849080,"DOCOSAHEXAENOIC ACID-EPA 120-180 MG PO CAP"
1001010,"OXYMETAZOLINE 0.05 % NA MIST"
831576,"OMEGA-3 FATTY ACIDS-FISH OIL 360-1,200 MG PO CAP"
848951,"CHOLESTYRAMINE-ASPARTAME 4 GRAM PO POWD"
755471,"LACTULOSE 10 GRAM/15 ML PO LIQUID GROUP"
539809,"TINIDAZOLE 250 MG PO TAB"
2539185,"FERROUS GLUCONATE 225 MG (27 MG IRON) PO TAB"
1111263,"POTASSIUM BICARB-CITRIC ACID 20 MEQ PO TBEF"
1111267,"POTASSIUM BICARB-CITRIC ACID 10 MEQ PO TBEF"
208537,"THYROID (PORK) 30 MG PO TAB"
208541,"THYROID (PORK) 60 MG PO TAB"
636337,"ARGININE HCL (L-ARGININE) 1,000 MG PO TAB"
1086613,"WHITE PETROLATUM-MINERAL OIL 83-15 % OP OINT"
198507,"BIOTIN 5 MG PO TAB"
884709,"ESTRADIOL 10 MCG VA TAB"
56466,"SODIUM CITRATE 4 % (3 ML) IK SYRG"
1331,"BARIUM SULFATE 700 MG PO TAB"
900599,"COQ10 (UBIQUINOL) 200 MG PO CAP"
897368,"ONABOTULINUMTOXINA 200 UNIT IJ SOLR"
607044,"OMEGA 3-DHA-EPA-FISH OIL 1,000 MG (120 MG-180 MG) PO CAP"
207193,"METHYLPREDNISOLONE SOD SUC(PF) 125 MG/2 ML IJ SOLR"
213073,"SENNOSIDES 25 MG PO TAB"
262222,"RISPERIDONE 0.5 MG PO TAB"
853356,"USTEKINUMAB 90 MG/ML SC SYRG"
853354,"USTEKINUMAB 45 MG/0.5 ML SC SYRG"
1598268,"LIRAGLUTIDE (18 MG/3 ML) SC INJ PEN"
854927,"PERINDOPRIL ERBUMINE 8 MG PO TAB"
1549337,"CETIRIZINE 10 MG PO CAP"
901644,"PNEUMOC 13-VAL CONJ-DIP CR(PF) 0.5 ML IM SYRG"
905453,"LEVOTHYROXINE 112 MCG PO CAP"
966415,"LEVOTHYROXINE 100 MCG PO CAP"
902626,"DEXILANT 60 MG PO CPDB"
1331,"BARIUM SULFATE 60 % PO CREA"
856666,"RIFAXIMIN 550 MG PO TAB"
856666,"XIFAXAN 550 MG PO TAB"
857466,"VITAMIN D3 125 MCG (5,000 UNIT) PO TAB"
544445,"LEVOFLOXACIN 250 MG/10 ML PO SOLN"
861637,"COMBIGAN 0.2-0.5 % OP DROP"
199647,"MELATONIN 5 MG PO CAP"
861650,"PITAVASTATIN CALCIUM 2 MG PO TAB"
861654,"PITAVASTATIN CALCIUM 4 MG PO TAB"
993456,"DENOSUMAB 60 MG/ML SC SYRG"
1432261,"BUTALBITAL-ACETAMINOPHEN-CAFF 50-300-40 MG PO CAP"
1115552,"ALPHA LIPOIC ACID 100 MG PO CAP"
993456,"PROLIA 60 MG/ML SC SYRG"
1722107,"BUTAMBEN-TETRACAINE-BENZOCAINE 2 %-2 %-14 % 200 MG/3 SPRAYS TP AEMS"
1115585,"ALPHA LIPOIC ACID 600 MG PO CAP"
8163,"PHENYLEPHRINE HCL IN 0.9% NACL 1 MG/10 ML (100 MCG/ML) IV SYRG"
1660938,"MOMETASONE-FORMOTEROL 200-5 MCG/ACTUATION IN HFAA"
1660938,"DULERA 200-5 MCG/ACTUATION IN HFAA"
153095,"GLUCAGON 1 MG/ML IJ SOLR"
105762,"THIAMINE MONONITRATE (VIT B1) 100 MG PO TAB"
308977,"CARBAMAZEPINE 200 MG PO CM12"
1010603,"BUPRENORPHINE-NALOXONE 2-0.5 MG SL FILM"
999946,"NIACIN-SIMVASTATIN 500-40 MG PO TM24"
966791,"DOXEPIN 3 MG PO TAB"
1001690,"SODIUM,POTASSIUM,MAG SULFATES 17.5-3.13-1.6 GRAM PO SOLR"
1001690,"SUPREP BOWEL PREP KIT 17.5-3.13-1.6 GRAM PO SOLR"
829384,"MAGNESIUM CHLORIDE 71.5 MG PO TBEC"
1009341,"BIMATOPROST 0.01 % OP DROP"
1009341,"LUMIGAN 0.01 % OP DROP"
199184,"CYANOCOBALAMIN (VITAMIN B-12) 5,000 MCG SL SUBL"
411081,"ALPHA LIPOIC ACID 200 MG PO CAP"
1037049,"DABIGATRAN ETEXILATE 150 MG PO CAP"
1037049,"PRADAXA 150 MG PO CAP"
213321,"RIZATRIPTAN 5 MG PO TAB"
1112233,"NAPROXEN SODIUM 220 MG PO CAP"
805679,"BACLOFEN 50 MCG/ML IT SOLN"
861417,"AZITHROMYCIN 1 GRAM PO PACK"
1041530,"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) IV SOLN"
804146,"VITAMIN D3 50 MCG (2,000 UNIT) PO CAP"
1052612,"KRILL OIL 500 MG PO CAP"
1547777,"TETRACAINE HCL (PF) 0.5 % OP DROP"
754506,"OLANZAPINE 5 MG PO TBDI"
219831,"OMEGA 3-DHA-EPA-FISH OIL 300-1,000 MG PO CPDR"
207662,"NIACIN 500 MG PO TBER"
577099,"PLANT STANOL ESTER 450 MG PO TAB"
1100706,"TRADJENTA 5 MG PO TAB"
1100706,"LINAGLIPTIN 5 MG PO TAB"
1597075,"TESTOSTERONE 20.25 MG/1.25 GRAM (1.62 %) TD GLPM"
1597075,"ANDROGEL 20.25 MG/1.25 GRAM (1.62 %) TD GLPM"
723832,"GLUCOSAMINE HCL 1,500 MG PO TAB"
1233297,"DEXTRAN 70-HYPROMELLOSE 0.1-0.3 % OP DROP"
1046410,"AMIODARONE IN DEXTROSE,ISO-OSM 360 MG/200 ML (1.8 MG/ML) IV SOLN"
847014,"SODIUM FLUORIDE-POT NITRATE 1.1-5 % DT PSTE"
6387,"LIDOCAINE (PF) 200 MG/10 ML (2 %) IJ SYRG"
1233297,"DEXTRAN 70-HYPROMELLOSE OP DROP"
1292459,"VARICELLA VIRUS VACC LIVE (PF) 1,350 UNIT/0.5 ML SC SUSR"
1114883,"TURMERIC ROOT EXTRACT 500 MG PO CAP"
608796,"OMEPRAZOLE 20 MG PO TBEC"
1006279,"FLU VACCINE 2011 (36 MOS+)(PF) 45 MCG (15 MCG X 3)/0.5 ML IM SYRG"
1116639,"BRILINTA 90 MG PO TAB"
1734480,"ROPIVACAINE (PF) 5 MG/ML (0.5 %) IJ SOLN"
1361035,"HEPARIN (PORCINE) IN 0.9% NACL 5,000 UNIT/500 ML (10 UNIT/ML) IV SOLP"
607028,"PREGABALIN 300 MG PO CAP"
762660,"TADALAFIL 2.5 MG PO TAB"
198630,"FERROUS GLUCONATE 324 MG (37.5 MG IRON) PO TAB"
607022,"PREGABALIN 200 MG PO CAP"
1235477,"BENZOCAINE-MENTHOL 15-3.6 MG MM LOZG"
731227,"DARBEPOETIN ALFA IN POLYSORBAT 40 MCG/0.4 ML IJ SYRG"
2566190,"BUPIVACAINE LIPOSOME (PF) 1.3 % (13.3 MG/ML) LINF SUSP"
1232084,"RIVAROXABAN 15 MG PO TAB"
1232088,"RIVAROXABAN 20 MG PO TAB"
1232088,"XARELTO 20 MG PO TAB"
208104,"TRANEXAMIC ACID 1,000 MG/10 ML (100 MG/ML) IV SOLN"
1232159,"AFLIBERCEPT 2 MG/0.05 ML INTRAVITREAL SOLN"
637190,"CHANTIX CONTINUING MONTH BOX 1 MG PO TAB"
795737,"CHANTIX STARTING MONTH BOX 0.5 MG (11)- 1 MG (42) PO DSPK"
1242968,"EXENATIDE MICROSPHERES 2 MG SC SERR"
1242815,"INGENOL MEBUTATE 0.05 % TP GEL"
1242968,"BYDUREON 2 MG SC SERR"
1652108,"LIDOCAINE 5 % TP GEL"
1243848,"SITAGLIPTIN PHOS-METFORMIN 50-500 MG PO TM24"
1665060,"CEFAZOLIN IN DEXTROSE (ISO-OS) 2 GRAM/50 ML IV PGBK"
1652108,"TOPICAINE 5 % TP GEL"
1092380,"CHOLECALCIFEROL (VITAMIN D3) 100 MCG (4,000 UNIT) PO CAP"
1010298,"LIDOCAINE 5 % TP OINT"
1092380,"VITAMIN D3 100 MCG (4,000 UNIT) PO CAP"
855635,"VOLTAREN 1 % TP GEL"
359396,"COENZYME Q10 100 MG PO TAB"
1190225,"COMBIVENT RESPIMAT 20-100 MCG/ACTUATION IN MIST"
4511,"MULTIVITAMIN WITH FOLIC ACID 400 MCG PO TAB"
412018,"BIOTIN 2,500 MCG PO CAP"
134802,"ROPIVACAINE (PF) 0.2% IN NS 60ML PCA PNC INFUSION SYR"
1788858,"CHOLECALCIFEROL (VITAMIN D3) 1,250 MCG (50,000 UNIT) PO TAB"
1291244,"GLUCOSAMINE HCL 750 MG PO TAB"
1607112,"ACLIDINIUM BROMIDE 400 MCG/ACTUATION IN AEPB"
1300803,"MIRABEGRON 50 MG PO TB24"
1020019,"CETIRIZINE 1 MG/ML PO SOLN"
1300797,"MYRBETRIQ 25 MG PO TB24"
1306076,"RANIBIZUMAB 0.3 MG/0.05 ML INTRAVITREAL SOLN"
1300803,"MYRBETRIQ 50 MG PO TB24"
476845,"GLUCOSAMINE-CHONDROITN SULF.NA 750-600 MG PO TAB"
1092422,"BANOPHEN 25 MG PO CAP"
219831,"OMEGA-3 FATTY ACIDS-FISH OIL 300-1,000 MG PO CAP"
845314,"TRAMADOL 100 MG PO TB24"
998212,"MORPHINE 2 MG/ML IV CRTG"
1732014,"MORPHINE 4 MG/ML IV CRTG"
2474339,"SOD BICARB-CITRIC AC-SIMETH 2.21-1.53 GRAM/4 GRAM PO GREP"
284516,"PREDNISOLONE SODIUM PHOSPHATE 15 MG/5 ML (5 ML) PO SOLN"
979115,"METHYLNALTREXONE 12 MG/0.6 ML SC SOLN"
727347,"EPIPEN 2-PAK 0.3 MG/0.3 ML IJ ATIN"
212801,"CALCIUM CARBONATE 390 MG CALCIUM (1,000 MG) PO TAB"
894914,"MORPHINE 8 MG/ML IV CRTG"
1304985,"ICOSAPENT ETHYL 1 GRAM PO CAP"
897126,"VICTOZA 2-PAK 0.6 MG/0.1 ML (18 MG/3 ML) SC PNIJ"
1312627,"LOTEPREDNOL ETABONATE 0.5 % OP DRPG"
1365866,"ILEVRO 0.3 % OP DRPS"
1364447,"APIXABAN 5 MG PO TAB"
665040,"SITAGLIPTIN PHOSPHATE 25 MG PO TAB"
1364441,"APIXABAN 2.5 MG PO TAB"
665040,"JANUVIA 25 MG PO TAB"
1362935,"HEPARIN (PORCINE) IN NACL (PF) 1,000 UNIT/500 ML IV SOLP"
1364447,"ELIQUIS 5 MG PO TAB"
283433,"MELATONIN 10 MG PO CAP"
1369792,"BACLOFEN 40,000 MCG/20ML (2,000 MCG/ML) IT SYRG"
70727,"BOOST GLUCOSE CONTROL 0.06-1.1 GRAM-KCAL/ML PO LIQD"
1366556,"BUDESONIDE 9 MG PO TADE"
1111703,"POTASSIUM IODIDE 130 MG PO TAB"
856984,"HYDROCODONE-ACETAMINOPHEN 10-300 MG PO TAB"
539789,"RIFAXIMIN 200 MG PO TAB"
1373473,"CANAGLIFLOZIN 300 MG PO TAB"
645216,"CALCIUM ACETATE(PHOSPHAT BIND) 667 MG PO CAP"
1370982,"OSPHENA 60 MG PO TAB"
808748,"VENLAFAXINE 225 MG PO TR24"
1596785,"TESTOSTERONE 12.5 MG/ 1.25 GRAM (1 %) TD GLPM"
1718910,"DEXMEDETOMIDINE IN 0.9 % NACL 400 MCG/100 ML (4 MCG/ML) IV SOLN"
1373327,"CREON 36,000-114,000- 180,000 UNIT PO CPDR"
804547,"DUREZOL 0.05 % OP DROP"
1372999,"CEFIXIME 400 MG PO CAP"
540617,"NITAZOXANIDE 500 MG PO TAB"
1374744,"LACTOBACILLUS RHAMNOSUS GG 15 BILLION CELL PO CPSP"
828703,"PLERIXAFOR 24 MG/1.2 ML (20 MG/ML) SC SOLN"
1300712,"LORCASERIN 10 MG PO TAB"
829759,"CALCIUM-VITAMIN D3-VITAMIN K 500-500-40 MG-UNIT-MCG PO CHEW"
825134,"APRISO 0.375 GRAM PO CP24"
897126,"VICTOZA 3-PAK 0.6 MG/0.1 ML (18 MG/3 ML) SC PNIJ"
1429284,"NEOSTIGMINE METHYLSULFATE 1 MG/ML IV SOLN"
834239,"FEBUXOSTAT 40 MG PO TAB"
847121,"CALCIUM CITRATE-VITAMIN D3 315 MG-6.25 MCG (250 UNIT) PO TAB"
1433776,"FLU VAC TS 2013-14(36MOS+)(PF) 45 MCG (15 MCG X 3)/0.5 ML IM SYRG"
1245424,"HYLAN G-F 20 48 MG/6 ML IX SYRG"
1432487,"LIDOCAINE HCL 2 % TP CREA"
198504,"BIOTIN 1 MG PO CAP"
827075,"BYSTOLIC 20 MG PO TAB"
1442143,"MACITENTAN 10 MG PO TAB"
1441530,"TOCILIZUMAB 162 MG/0.9 ML SC SYRG"
833146,"MILNACIPRAN 50 MG PO TAB"
1486981,"DAPAGLIFLOZIN PROPANEDIOL 5 MG PO TAB"
1486977,"DAPAGLIFLOZIN PROPANEDIOL 10 MG PO TAB"
848134,"AMLODIPINE-VALSARTAN-HCTHIAZID 10-160-12.5 MG PO TAB"
1483340,"POTASSIUM CHLORIDE 20 MEQ PO TBER"
1487519,"UMECLIDINIUM-VILANTEROL 62.5-25 MCG/ACTUATION IN DSDV"
1492746,"APREMILAST 30 MG PO TAB"
1729197,"MORPHINE 2 MG/ML IV SYRG"
885580,"FERROUS SULFATE 142 MG (45 MG IRON) PO TBER"
1732014,"MORPHINE 4 MG/ML IV SYRG"
1087167,"PSYLLIUM HUSK (WITH SUGAR) 3.4 GRAM PO PWPK"
1538142,"VEDOLIZUMAB 300 MG IV SOLR"
891301,"GUAIFENESIN 600 MG PO TA12"
244190,"CYANOCOBALAMIN (VITAMIN B-12) 2,000 MCG PO TAB"
1534822,"ALBIGLUTIDE 50 MG/0.5 ML SC PNIJ"
1331,"BARIUM SULFATE 40 % (W/V) 29% (W/W) PO SUSP"
1537545,"FLU VACC TS 2014-15(65YR+)(PF) 180 MCG/0.5 ML IM SYRG"
1545668,"EMPAGLIFLOZIN 25 MG PO TAB"
1088253,"ERLOTINIB 150 MG PO TAB"
1545664,"EMPAGLIFLOZIN 10 MG PO TAB"
1545664,"JARDIANCE 10 MG PO TAB"
858040,"SAXAGLIPTIN 5 MG PO TAB"
240036,"POTASSIUM 20 MG PO CHEW"
1090807,"PSYLLIUM HUSK (ASPARTAME) 3.4 GRAM PO PWPK"
1545668,"JARDIANCE 25 MG PO TAB"
1545159,"INVOKAMET 150-500 MG PO TAB"
1552004,"SPIRIVA RESPIMAT 2.5 MCG/ACTUATION IN MIST"
1552002,"TIOTROPIUM BROMIDE 2.5 MCG/ACTUATION IN MIST"
1190225,"IPRATROPIUM-ALBUTEROL 20-100 MCG/ACTUATION IN MIST"
1551300,"TRULICITY 0.75 MG/0.5 ML SC PNIJ"
1551306,"TRULICITY 1.5 MG/0.5 ML SC PNIJ"
995195,"PRAMOXINE-MINERAL OIL-ZINC 1-46.6-12.5 % RE OINT"
208841,"VASOPRESSIN 20 UNIT/ML IV SOLN"
1550946,"COLCHICINE 0.6 MG PO CAP"
1592748,"OFEV 100 MG PO CAP"
1539885,"UMECLIDINIUM 62.5 MCG/ACTUATION IN DSDV"
1549683,"XARELTO DVT-PE TREAT 30D START 15 MG (42)- 20 MG (9) PO DSPK"
1592752,"OFEV 150 MG PO CAP"
1547658,"FLUTICASONE FUROATE 100 MCG/ACTUATION IN DSDV"
637185,"RASAGILINE 1 MG PO TAB"
637190,"CHANTIX 1 MG PO TAB"
1604544,"INSULIN GLARGINE U-300 CONC 300 UNIT/ML (1.5 ML) SC INPN"
1492733,"APREMILAST 10 MG (4)-20 MG (4)-30 MG (47) PO DSPK"
2474007,"OLOPATADINE 0.7 % OP DROP"
1011833,"LIDOCAINE HCL 4 % LATR SOLN"
284397,"DEXMEDETOMIDINE IN 0.9 % NACL 80 MCG/20 ML (4 MCG/ML) IV SOLN"
1649495,"IVABRADINE 7.5 MG PO TAB"
1598268,"LIRAGLUTIDE (WEIGHT LOSS) 3 MG/0.5 ML (18 MG/3 ML) SC PNIJ"
578459,"ENTECAVIR 1 MG PO TAB"
1598268,"SAXENDA 3 MG/0.5 ML (18 MG/3 ML) SC PNIJ"
153095,"GLUCAGON HCL 1 MG/ML IJ SOLR"
807276,"TETANUS-DIPHTHERIA TOXOIDS-TD 5 LF UNIT-2 LF UNIT/0.5 ML IM SYRG"
731568,"PENICILLIN G BENZATHINE 1,200,000 UNIT/2 ML IM SYRG"
1651275,"TIOTROPIUM-OLODATEROL 2.5-2.5 MCG/ACTUATION IN MIST"
1651275,"STIOLTO RESPIMAT 2.5-2.5 MCG/ACTUATION IN MIST"
1648785,"FLUTICASONE FUROATE-VILANTEROL 200-25 MCG/DOSE IN DSDV"
1648789,"BREO ELLIPTA 200-25 MCG/DOSE IN DSDV"
1657846,"FLU VAC QV2015-16(36MO,UP)(PF) 60 MCG (15 MCG X 4)/0.5 ML IM SYRG"
1656346,"SACUBITRIL-VALSARTAN 24-26 MG PO TAB"
1656346,"ENTRESTO 24-26 MG PO TAB"
1659183,"PRALUENT PEN 75 MG/ML SC PNIJ"
1659161,"PRALUENT PEN 150 MG/ML SC PNIJ"
1659179,"ALIROCUMAB 75 MG/ML SC PNIJ"
1605075,"FILGRASTIM-SNDZ 480 MCG/0.8 ML IJ SYRG"
1665900,"EVOLOCUMAB 140 MG/ML SC PNIJ"
1665906,"EVOLOCUMAB 140 MG/ML SC SYRG"
1665900,"REPATHA SURECLICK 140 MG/ML SC PNIJ"
1670016,"INSULIN DEGLUDEC 100 UNIT/ML (3 ML) SC INPN"
605730,"METRONIDAZOLE 1 % TP GEL"
1666334,"TICAGRELOR 60 MG PO TAB"
1667882,"SPIRIVA RESPIMAT 1.25 MCG/ACTUATION IN MIST"
1670023,"INSULIN DEGLUDEC 200 UNIT/ML (3 ML) SC INPN"
1732006,"MORPHINE 4 MG/ML IV SOLN"
1670023,"TRESIBA FLEXTOUCH U-200 200 UNIT/ML (3 ML) SC INPN"
1670016,"TRESIBA FLEXTOUCH U-100 100 UNIT/ML (3 ML) SC INPN"
1088194,"WHEAT DEXTRIN 3 GRAM/4 GRAM PO POWD"
1725064,"NALOXONE 4 MG/ACTUATION NA SPRY"
1665052,"CEFAZOLIN INJ 500MG IVP"
1726997,"SUGAMMADEX 100 MG/ML IV SOLN"
1745108,"TALTZ AUTOINJECTOR 80 MG/ML SC ATIN"
1745108,"TALTZ AUTOINJECTOR (3 PACK) 80 MG/ML SC ATIN"
3992,"EPINEPHRINE HCL IN 0.9 % NACL 100 MCG/10 ML (10 MCG/ML) IV SYRG"
1747580,"VENETOCLAX 10 MG-50 MG- 100 MG PO DSPK"
10154,"SUCCINYLCHOLINE-SOD CL,ISO(PF) 200 MG/10 ML (20 MG/ML) IV SYRG"
993528,"BUPROPION HCL (SMOKING DETER) 150 MG PO TB12"
245500,"VITAMIN D3 25 MCG (1,000 UNIT) PO CAP"
1870691,"EPHEDRINE SULFATE 50 MG/ML IV SOLN"
1099565,"DIVALPROEX 250 MG PO TB24"
577190,"ASCORBIC ACID-COLLAGEN 125-740 MG PO CAP"
1801840,"XIIDRA 5 % OP DPET"
1921081,"TYMLOS 80 MCG (3,120 MCG/1.56 ML) SC PNIJ"
1918205,"FLUTICASONE PROPION-SALMETEROL 232-14 MCG/ACTUATION IN AEPB"
1865962,"CRISABOROLE 2 % TP OINT"
2123177,"CALCIUM CARBONATE-VITAMIN D3 600 MG-62.5 MCG (2,500 UNIT) PO CAP"
352320,"ATOMOXETINE 40 MG PO CAP"
1928344,"FLU VACC TS2017-18 65YR UP(PF) 180 MCG/0.5 ML IM SYRG"
1928307,"FLU VACC QS2017-18 6MOS UP(PF) 60 MCG (15 MCG X 4)/0.5 ML IM SYRG"
1998772,"BECLOMETHASONE DIPROPIONATE 80 MCG/ACTUATION IN HFAB"
1947133,"TRIAMCINOLONE ACETONIDE 32 MG IX SERR"
1986830,"VARICELLA-ZOSTER GE-AS01B (PF) 50 MCG/0.5 ML IM SUSR"
1986830,"ZOSTER VACCINE RECOMBINANT LYOPHILIZED ANTIGEN 2 OF 2 50 MCG IM SUSR"
404443,"ELETRIPTAN 20 MG PO TAB"
1986830,"SHINGRIX (PF) 50 MCG/0.5 ML IM SUSR"
1990869,"EXENATIDE MICROSPHERES 2 MG/0.85 ML SC ATIN"
3992,"EPINEPHRINE HCL IN 5% DEXTROSE 100 MCG/10 ML (10 MCG/ML) IV SYRG"
695935,"ARFORMOTEROL 15 MCG/2 ML IN NEBU"
2631788,"APREPITANT 7.2 MG/ML IV EMUL"
1991317,"SEMAGLUTIDE 1 MG/DOSE (2 MG/1.5 ML) SC PNIJ"
1991311,"SEMAGLUTIDE 0.25 MG OR 0.5 MG(2 MG/1.5 ML) SC PNIJ"
1991311,"OZEMPIC 0.25 MG OR 0.5 MG(2 MG/1.5 ML) SC PNIJ"
